StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q27_Browser,Q27_Version,Q27_Operating System,Q27_Resolution,Q1,Q1_DO,Q9,Q9_DO,Q2,Q2_DO,Q10,Q10_DO,Q11,Q11_DO,Q12,Q12_DO,Q13,Q13_DO,Q14,Q14_DO,Q15,Q15_DO,Q16,Q16_DO,SurveyWave,Version,FL_3_DO,DefaultQuestionBlock_DO
2025-05-01 03:36:06,2025-05-01 03:38:49,IP Address,216.254.255.59,100,162,True,2025-05-01 03:38:49,R_1h4iUYwcntHXPQy,,,,,43.5229,-96.786,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1707x1067,"    Pharmacy","    Pharmacy|    Provider|    Contact Center|    Client","    TruCare",PCS|    TruCare|    ImageOne|    SIE Member Web,"    Mixed status","    Offline|    All Healthy|    Mostly Degraded|    Mixed status","    Help Desk / Support","    Marketing|    Finance|    HR|    Help Desk / Support","    MHK Slowness (USG)","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Stable with no warnings","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered","    PCS Synthetic Coverage",TruCare Authorization issue|    PCS Synthetic Coverage|    MHK Performance Lag|    Eligibility Firewall Timeout,"    Troubleshooting line assignments","    Access to Care Alerts|    Troubleshooting line assignments|    Active Managed Incidents|    System grid color","    PCS Web Failure","    Eligibility Failure|    MHK Outage|    PCS Web Failure|    Firewall Degradation","    PCS Synthetic HTML error","    ImageOne socket exceptions|    PCS Synthetic HTML error|TruCare Authorization issue|    Firewall reboot",,2,FL_22,Q2|Q14|Q1|Q16|Q12|Q27|Q10|Q9|Q11|Q15|Q13
2025-05-01 04:40:47,2025-05-01 04:42:35,IP Address,172.59.177.27,100,108,True,2025-05-01 04:42:36,R_2sacWfH2P6BcqYh,,,,,42.6701,-73.7754,anonymous,EN,Chrome,133.0.0.0,Macintosh,1280x720,"    Contact Center","    Contact Center|    Client|    Pharmacy|    Provider","    TruCare",PCS|    TruCare|    ImageOne|    SIE Member Web,"    Mixed status","    Mostly Degraded|    Offline|    Mixed status|    All Healthy","    Help Desk / Support","    Finance|    Help Desk / Support|    Marketing|    HR","    MHK Slowness (USG)","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Increasing degradation","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered","    Eligibility Firewall Timeout","    MHK Performance Lag|    Eligibility Firewall Timeout|TruCare Authorization issue|    PCS Synthetic Coverage","    Access to Care Alerts","    System grid color|    Access to Care Alerts|    Active Managed Incidents|    Troubleshooting line assignments","    PCS Web Failure","    Firewall Degradation|    MHK Outage|    PCS Web Failure|    Eligibility Failure","    PCS Synthetic HTML error","    ImageOne socket exceptions|    Firewall reboot|    PCS Synthetic HTML error|TruCare Authorization issue",,3,FL_25,Q12|Q14|Q1|Q15|Q13|Q16|Q11|Q10|Q2|Q9|Q27
2025-05-01 04:55:52,2025-05-01 04:59:39,IP Address,74.79.98.185,100,227,True,2025-05-01 04:59:40,R_1v9vXZV5oAzNLtD,,,,,43.1061,-75.2336,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1536x960,"    Provider","    Pharmacy|    Client|    Contact Center|    Provider",PCS,PCS|    TruCare|    ImageOne|    SIE Member Web,"    Mixed status","    Mostly Degraded|    Offline|    Mixed status|    All Healthy","    Help Desk / Support","    Finance|    Help Desk / Support|    Marketing|    HR","    PCS Web Alert","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Fluctuating warnings","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered","    PCS Synthetic Coverage","    Eligibility Firewall Timeout|    PCS Synthetic Coverage|TruCare Authorization issue|    MHK Performance Lag","    Active Managed Incidents","    System grid color|    Active Managed Incidents|    Troubleshooting line assignments|    Access to Care Alerts","    MHK Outage","    Eligibility Failure|    MHK Outage|    Firewall Degradation|    PCS Web Failure","    ImageOne socket exceptions","    PCS Synthetic HTML error|TruCare Authorization issue|    ImageOne socket exceptions|    Firewall reboot",,4,FL_26,Q10|Q2|Q14|Q16|Q12|Q13|Q9|Q1|Q11|Q27|Q15
2025-05-01 05:04:30,2025-05-01 05:06:47,IP Address,169.252.4.22,100,136,True,2025-05-01 05:06:47,R_6VPbK8WCnfsiuRE,,,,,38.8915,-77.0135,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,"    Contact Center","    Contact Center|    Pharmacy|    Client|    Provider","    TruCare",PCS|    TruCare|    ImageOne|    SIE Member Web,"    Mixed status","    Mostly Degraded|    Mixed status|    All Healthy|    Offline","    Help Desk / Support","    HR|    Help Desk / Support|    Finance|    Marketing","    Firewall issue (USC)","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Fluctuating warnings","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered",TruCare Authorization issue,TruCare Authorization issue|    MHK Performance Lag|    Eligibility Firewall Timeout|    PCS Synthetic Coverage,"    Active Managed Incidents","    Access to Care Alerts|    Troubleshooting line assignments|    System grid color|    Active Managed Incidents","    Firewall Degradation","    Firewall Degradation|    Eligibility Failure|    MHK Outage|    PCS Web Failure",TruCare Authorization issue,"    Firewall reboot|TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error",,2,FL_22,Q12|Q9|Q2|Q10|Q27|Q15|Q16|Q11|Q14|Q13|Q1
2025-05-01 05:15:22,2025-05-01 05:17:23,IP Address,76.34.164.148,100,121,True,2025-05-01 05:17:24,R_3JwXbZ7lpb0FI3f,,,,,39.1267,-82.9855,anonymous,EN,Chrome,135.0.0.0,CrOS x86_64 14541.0.0,1920x1080,"    Provider","    Pharmacy|    Client|    Provider|    Contact Center","    TruCare",PCS|    TruCare|    ImageOne|    SIE Member Web,"    All Healthy","    All Healthy|    Mostly Degraded|    Offline|    Mixed status","    Help Desk / Support","    Finance|    Marketing|    Help Desk / Support|    HR","    PCS Web Alert","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Stable with no warnings","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered",TruCare Authorization issue,TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage|    MHK Performance Lag,"    Active Managed Incidents","    Troubleshooting line assignments|    Active Managed Incidents|    Access to Care Alerts|    System grid color","    MHK Outage","    Firewall Degradation|    MHK Outage|    PCS Web Failure|    Eligibility Failure","    Firewall reboot","    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot|TruCare Authorization issue",,StatusQuo,FL_21,Q16|Q1|Q27|Q12|Q10|Q2|Q14|Q15|Q9|Q13|Q11
2025-05-01 05:13:25,2025-05-01 05:19:04,IP Address,108.239.114.127,100,338,True,2025-05-01 05:19:04,R_3UWyS39ptQ85ibc,,,,,32.9993,-96.8346,anonymous,EN,Chrome,135.0.0.0,Linux x86_64,800x1280,"    Pharmacy","    Pharmacy|    Provider|    Client|    Contact Center","    SIE Member Web",PCS|    TruCare|    ImageOne|    SIE Member Web,"    All Healthy","    Offline|    Mostly Degraded|    Mixed status|    All Healthy","    Help Desk / Support","    Finance|    Marketing|    Help Desk / Support|    HR","    Firewall issue (USC)","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Increasing degradation","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered",TruCare Authorization issue,"    MHK Performance Lag|    Eligibility Firewall Timeout|TruCare Authorization issue|    PCS Synthetic Coverage","    System grid color","    Troubleshooting line assignments|    Active Managed Incidents|    Access to Care Alerts|    System grid color","    Firewall Degradation","    Firewall Degradation|    MHK Outage|    PCS Web Failure|    Eligibility Failure","    Firewall reboot","    PCS Synthetic HTML error|    ImageOne socket exceptions|    Firewall reboot|TruCare Authorization issue",,3,FL_25,Q12|Q15|Q9|Q14|Q16|Q27|Q1|Q2|Q11|Q10|Q13
2025-05-01 05:32:44,2025-05-01 05:35:11,IP Address,74.134.212.46,100,146,True,2025-05-01 05:35:11,R_7f1i2fD93qTpV6z,,,,,40.5678,-84.1936,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1444x813,"    Client","    Contact Center|    Client|    Pharmacy|    Provider","    SIE Member Web",PCS|    TruCare|    ImageOne|    SIE Member Web,"    Mostly Degraded","    Mostly Degraded|    Offline|    Mixed status|    All Healthy","    HR","    Finance|    HR|    Marketing|    Help Desk / Support","    PCS Web Alert","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Fluctuating warnings","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered","    MHK Performance Lag",TruCare Authorization issue|    PCS Synthetic Coverage|    MHK Performance Lag|    Eligibility Firewall Timeout,"    Active Managed Incidents","    Active Managed Incidents|    Access to Care Alerts|    System grid color|    Troubleshooting line assignments","    MHK Outage","    MHK Outage|    Eligibility Failure|    PCS Web Failure|    Firewall Degradation","    PCS Synthetic HTML error","    Firewall reboot|TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error",,StatusQuo,FL_21,Q11|Q12|Q2|Q15|Q1|Q27|Q9|Q13|Q16|Q10|Q14
2025-05-01 05:34:29,2025-05-01 05:36:46,IP Address,73.47.54.39,100,136,True,2025-05-01 05:36:46,R_5I5yZB1STa4G7eq,,,,,42.1139,-72.5508,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1920x1080,"    Pharmacy","    Provider|    Client|    Pharmacy|    Contact Center","    ImageOne",PCS|    TruCare|    ImageOne|    SIE Member Web,"    Mixed status","    Mostly Degraded|    All Healthy|    Mixed status|    Offline","    Help Desk / Support","    HR|    Marketing|    Help Desk / Support|    Finance","    PCS Web Alert","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Fluctuating warnings","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered",TruCare Authorization issue,TruCare Authorization issue|    MHK Performance Lag|    PCS Synthetic Coverage|    Eligibility Firewall Timeout,"    Active Managed Incidents","    Troubleshooting line assignments|    Active Managed Incidents|    Access to Care Alerts|    System grid color","    Eligibility Failure","    PCS Web Failure|    Eligibility Failure|    Firewall Degradation|    MHK Outage","    PCS Synthetic HTML error",TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot,,3,FL_25,Q16|Q2|Q12|Q9|Q27|Q11|Q1|Q15|Q13|Q14|Q10
2025-05-01 05:44:57,2025-05-01 05:46:51,IP Address,172.56.164.158,100,113,True,2025-05-01 05:46:51,R_5VfQYJFTWKqZMQd,,,,,40.7035,-73.9235,anonymous,EN,Edge,135.0.0.0,Windows NT 10.0,1536x1024,"    Provider","    Pharmacy|    Provider|    Contact Center|    Client","    ImageOne",PCS|    TruCare|    ImageOne|    SIE Member Web,"    Mixed status","    Offline|    Mixed status|    Mostly Degraded|    All Healthy","    Help Desk / Support","    HR|    Help Desk / Support|    Finance|    Marketing","    Firewall issue (USC)","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Increasing degradation","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered","    Eligibility Firewall Timeout","    Eligibility Firewall Timeout|    MHK Performance Lag|    PCS Synthetic Coverage|TruCare Authorization issue","    Active Managed Incidents","    Access to Care Alerts|    System grid color|    Active Managed Incidents|    Troubleshooting line assignments","    Firewall Degradation","    PCS Web Failure|    MHK Outage|    Firewall Degradation|    Eligibility Failure","    Firewall reboot",TruCare Authorization issue|    PCS Synthetic HTML error|    Firewall reboot|    ImageOne socket exceptions,,4,FL_26,Q16|Q2|Q15|Q27|Q9|Q1|Q11|Q10|Q13|Q14|Q12
2025-05-01 05:44:17,2025-05-01 05:47:01,IP Address,73.111.225.79,100,163,True,2025-05-01 05:47:01,R_3pleaSbDdcUzPH3,,,,,42.2284,-87.9722,anonymous,EN,Firefox,138.0,Windows NT 10.0,1920x1080,"    Contact Center","    Client|    Contact Center|    Pharmacy|    Provider","    SIE Member Web",PCS|    TruCare|    ImageOne|    SIE Member Web,"    All Healthy","    Mixed status|    Mostly Degraded|    All Healthy|    Offline","    Help Desk / Support","    HR|    Help Desk / Support|    Finance|    Marketing","    MHK Slowness (USG)","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Increasing degradation","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered","    PCS Synthetic Coverage","    Eligibility Firewall Timeout|    MHK Performance Lag|    PCS Synthetic Coverage|TruCare Authorization issue","    System grid color","    Access to Care Alerts|    Active Managed Incidents|    System grid color|    Troubleshooting line assignments","    Firewall Degradation","    Eligibility Failure|    Firewall Degradation|    MHK Outage|    PCS Web Failure","    Firewall reboot","    PCS Synthetic HTML error|    Firewall reboot|    ImageOne socket exceptions|TruCare Authorization issue",,2,FL_22,Q16|Q1|Q13|Q2|Q12|Q11|Q14|Q27|Q15|Q10|Q9
2025-05-01 05:47:37,2025-05-01 05:55:26,IP Address,208.127.91.249,100,469,True,2025-05-01 05:55:27,R_3RflIIqdi1MT8W9,,,,,36.1025,-80.2224,anonymous,EN,Firefox,138.0,Windows NT 10.0,1920x1080,"    Contact Center","    Client|    Pharmacy|    Provider|    Contact Center",PCS,PCS|    TruCare|    ImageOne|    SIE Member Web,"    Mixed status","    Mostly Degraded|    Offline|    Mixed status|    All Healthy","    Marketing","    Finance|    HR|    Help Desk / Support|    Marketing","    Firewall issue (USC)","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Increasing degradation","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered","    PCS Synthetic Coverage",TruCare Authorization issue|    Eligibility Firewall Timeout|    MHK Performance Lag|    PCS Synthetic Coverage,"    System grid color","    System grid color|    Access to Care Alerts|    Troubleshooting line assignments|    Active Managed Incidents","    PCS Web Failure","    Firewall Degradation|    MHK Outage|    Eligibility Failure|    PCS Web Failure","    Firewall reboot","    Firewall reboot|    ImageOne socket exceptions|    PCS Synthetic HTML error|TruCare Authorization issue",,4,FL_26,Q15|Q10|Q1|Q13|Q12|Q14|Q9|Q11|Q16|Q27|Q2
2025-05-01 06:06:53,2025-05-01 06:10:00,IP Address,74.215.232.21,100,187,True,2025-05-01 06:10:01,R_7RvWIbjpTaWxHiw,,,,,39.3434,-84.4009,anonymous,EN,Chrome,134.0.0.0,CrOS x86_64 14541.0.0,1366x768,"    Contact Center","    Provider|    Pharmacy|    Client|    Contact Center",PCS,PCS|    TruCare|    ImageOne|    SIE Member Web,"    All Healthy","    Offline|    Mostly Degraded|    Mixed status|    All Healthy","    Help Desk / Support","    Help Desk / Support|    Finance|    HR|    Marketing","    MHK Slowness (USG)","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Increasing degradation","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered","    Eligibility Firewall Timeout",TruCare Authorization issue|    Eligibility Firewall Timeout|    PCS Synthetic Coverage|    MHK Performance Lag,"    Active Managed Incidents","    Troubleshooting line assignments|    Access to Care Alerts|    Active Managed Incidents|    System grid color","    Firewall Degradation","    Firewall Degradation|    Eligibility Failure|    PCS Web Failure|    MHK Outage","    PCS Synthetic HTML error",TruCare Authorization issue|    ImageOne socket exceptions|    PCS Synthetic HTML error|    Firewall reboot,,StatusQuo,FL_21,Q16|Q27|Q11|Q1|Q13|Q12|Q9|Q10|Q2|Q15|Q14
2025-05-01 06:56:58,2025-05-01 06:58:43,IP Address,68.9.72.102,100,104,True,2025-05-01 06:58:43,R_6dPXsAoThSjEz6P,,,,,41.7497,-71.4079,anonymous,EN,Chrome,135.0.0.0,Windows NT 10.0,1280x720,"    Contact Center","    Pharmacy|    Client|    Contact Center|    Provider","    TruCare",PCS|    TruCare|    ImageOne|    SIE Member Web,"    All Healthy","    Mostly Degraded|    Offline|    Mixed status|    All Healthy","    Help Desk / Support","    Finance|    Help Desk / Support|    Marketing|    HR","    MHK Slowness (USG)","    Firewall issue (USC)|    MHK Slowness (USG)|    PCS Web Alert|    Eligibility Socket Error","    Stable with no warnings","    Stable with no warnings|    Increasing degradation|    Fluctuating warnings|    Fully recovered","    MHK Performance Lag","    MHK Performance Lag|    PCS Synthetic Coverage|TruCare Authorization issue|    Eligibility Firewall Timeout","    Troubleshooting line assignments","    Access to Care Alerts|    System grid color|    Troubleshooting line assignments|    Active Managed Incidents","    Eligibility Failure","    PCS Web Failure|    Firewall Degradation|    Eligibility Failure|    MHK Outage","    Firewall reboot",TruCare Authorization issue|    Firewall reboot|    ImageOne socket exceptions|    PCS Synthetic HTML error,,2,FL_22,Q1|Q11|Q10|Q27|Q14|Q13|Q12|Q15|Q2|Q16|Q9
